,source,target,weight,confidence
20226,ZNF263,RREB1,0.3333333333333333,C
20227,RELA,THOC1,0.3333333333333333,C
20228,JUN,KLF6,0.3333333333333333,C
20229,ELF3,KRT8,0.3333333333333333,C
20230,SP1,CIRBP,0.3333333333333333,C
20231,MBD2,CHD4,-0.3333333333333333,C
20232,ETS1,DAXX,0.3333333333333333,C
20233,RARG,FGFR1,0.3333333333333333,C
20234,EGR1,RPS6KA1,0.3333333333333333,C
20235,FOS,NF1,0.3333333333333333,C
20236,USF2,MAPRE2,0.3333333333333333,C
20237,SRF,ITGB1,0.3333333333333333,C
20238,ZNF263,SOWAHD,0.3333333333333333,C
20239,ZNF263,SLC29A4,0.3333333333333333,C
20240,ZNF263,SHOX2,0.3333333333333333,C
20241,ZNF263,SHOC2,0.3333333333333333,C
20242,ZNF263,SHISA7,0.3333333333333333,C
20243,ZNF263,SFXN2,0.3333333333333333,C
20244,ZNF263,SETD7,0.3333333333333333,C
20245,ZNF263,SETD1B,0.3333333333333333,C
20246,NFKB2,NFKB1,0.3333333333333333,C
20247,ZNF384,KDM4C,0.3333333333333333,C
20248,ZNF263,TRPM2,0.3333333333333333,C
20249,ZNF263,TSC22D4,0.3333333333333333,C
20250,ZNF274,ZNF529,0.3333333333333333,C
20251,ZNF274,ZNF567,0.3333333333333333,C
20252,ZNF274,ZNF84,0.3333333333333333,C
20253,ZNF274,ZNF841,0.3333333333333333,C
20254,ZNF274,ZSCAN18,0.3333333333333333,C
20255,ZNF384,ANKRD11,0.3333333333333333,C
20256,ZNF384,AP3D1,0.3333333333333333,C
20257,ZNF384,ARID1A,0.3333333333333333,C
20258,ZNF384,ATXN2,0.3333333333333333,C
20259,ZNF384,BRD4,0.3333333333333333,C
20260,ZNF384,CACNA1A,0.3333333333333333,C
20261,ZNF384,CDKAL1,0.3333333333333333,C
20262,ZNF384,CNOT1,0.3333333333333333,C
20263,ZNF384,CREBBP,0.3333333333333333,C
20264,ZNF384,CTSB,0.3333333333333333,C
20265,ZNF384,DENND5A,0.3333333333333333,C
20266,ZNF384,DYRK1A,0.3333333333333333,C
20267,ZNF384,JMJD1C,0.3333333333333333,C
20268,ZNF384,IGF2R,0.3333333333333333,C
20269,ZNF384,IGF2BP3,0.3333333333333333,C
20270,ZNF384,HM13,0.3333333333333333,C
20271,ZNF384,HERPUD1,0.3333333333333333,C
20272,ZNF384,GTF2I,0.3333333333333333,C
20273,ZNF274,ZNF397,0.3333333333333333,C
20274,ZNF384,GON4L,0.3333333333333333,C
20275,ZNF384,FDFT1,0.3333333333333333,C
20276,ZNF384,ETFBKMT,0.3333333333333333,C
20277,ZNF384,ELF1,0.3333333333333333,C
20278,ZNF384,EIF4G3,0.3333333333333333,C
20279,ZNF384,EHBP1,0.3333333333333333,C
20280,ZNF384,EGLN3,0.3333333333333333,C
20281,ZNF384,FLNB,0.3333333333333333,C
20282,ZNF263,TSPOAP1,0.3333333333333333,C
20283,ZNF274,ZNF317,0.3333333333333333,C
20284,ZNF274,ZNF26,0.3333333333333333,C
20285,NFKB1,ELF4,0.3333333333333333,C
20286,HIF1A,RBMS1,0.3333333333333333,C
20287,ZNF263,TYRO3,0.3333333333333333,C
20288,CREB1,SIK1,0.3333333333333333,C
20289,SP1,PER1,0.3333333333333333,C
20290,ZNF263,USP24,0.3333333333333333,C
20291,HNF1B,FXYD2,0.3333333333333333,C
20292,ZNF263,VCAN,0.3333333333333333,C
20293,ZNF263,VSTM2L,0.3333333333333333,C
20294,ZNF263,WDR26,0.3333333333333333,C
20295,MZF1,CD34,0.3333333333333333,C
20296,CEBPD,KLF9,0.3333333333333333,C
20297,E2F1,UNG,0.3333333333333333,C
20298,STAT1,PDGFB,0.3333333333333333,C
20299,ZNF263,ZC3H4,0.3333333333333333,C
20300,ZNF263,ZFHX2,0.3333333333333333,C
20301,FOS,PADI4,0.3333333333333333,C
20302,ZNF274,ZNF121,0.3333333333333333,C
20303,ZNF274,ZNF12,0.3333333333333333,C
20304,MEF2D,ATM,0.3333333333333333,C
20305,ZNF274,TNFAIP8,0.3333333333333333,C
20306,ZNF274,TJP2,0.3333333333333333,C
20307,ZNF274,SLC25A37,0.3333333333333333,C
20308,ZNF274,ZNF263,0.3333333333333333,C
20309,ZNF274,NAT1,0.3333333333333333,C
20310,ZNF263,ZNF837,0.3333333333333333,C
20311,TP53,UGT2B7,0.3333333333333333,C
20312,PAX6,PBX1,0.3333333333333333,C
20313,ZNF263,ZNF148,0.3333333333333333,C
20314,ATF4,GPT2,0.3333333333333333,C
20315,ZNF263,ZIC2,0.3333333333333333,C
20316,ZNF274,CACNA1D,0.3333333333333333,C
20317,ZKSCAN1,UBE2V1,0.3333333333333333,C
20318,ZKSCAN1,UBE2L3,0.3333333333333333,C
20319,ZKSCAN1,TTC7B,0.3333333333333333,C
20320,ZBTB33,NFYC,0.3333333333333333,C
20321,ZBTB33,NPTN,0.3333333333333333,C
20322,ZBTB33,PAXBP1,0.3333333333333333,C
20323,ZBTB33,PDS5A,0.3333333333333333,C
20324,ZBTB33,QRICH1,0.3333333333333333,C
20325,ZBTB33,RAPGEF6,0.3333333333333333,C
20326,ZBTB33,RBM39,0.3333333333333333,C
20327,ZBTB33,RBPJ,0.3333333333333333,C
20328,ZBTB33,RELCH,0.3333333333333333,C
20329,ZBTB33,RICTOR,0.3333333333333333,C
20330,ZBTB33,RNF167,0.3333333333333333,C
20331,ZBTB33,RPL12,0.3333333333333333,C
20332,ZBTB33,RPL26,0.3333333333333333,C
20333,ZBTB33,RPL7A,0.3333333333333333,C
20334,ZBTB33,SCAMP5,0.3333333333333333,C
20335,ZBTB33,SLC15A4,0.3333333333333333,C
20336,MYOD1,DES,0.3333333333333333,C
20337,ZBTB33,UBE2D2,0.3333333333333333,C
20338,ZBTB33,TUBGCP5,0.3333333333333333,C
20339,ZBTB33,TOPORS,0.3333333333333333,C
20340,ZBTB33,TLCD1,0.3333333333333333,C
20341,ZBTB33,THAP1,0.3333333333333333,C
20342,ZBTB33,SUV39H1,0.3333333333333333,C
20343,ZBTB33,NCOA4,0.3333333333333333,C
20344,ZBTB33,SUPT5H,0.3333333333333333,C
20345,ZBTB33,SPDL1,0.3333333333333333,C
20346,ZBTB33,SNX5,0.3333333333333333,C
20347,ZBTB33,SMG7,0.3333333333333333,C
20348,ZBTB33,SMC4,0.3333333333333333,C
20349,ZBTB33,SMARCD2,0.3333333333333333,C
20350,ZBTB33,SMARCA5,0.3333333333333333,C
20351,ZBTB33,STYXL1,0.3333333333333333,C
20352,AR,FHL2,0.3333333333333333,C
20353,ZBTB33,MTFR1L,0.3333333333333333,C
20354,ZBTB33,MMS22L,0.3333333333333333,C
20355,ZBTB33,CDK12,0.3333333333333333,C
20356,ZBTB33,CENPB,0.3333333333333333,C
20357,ZBTB33,CENPT,0.3333333333333333,C
20358,ZBTB33,CHST12,0.3333333333333333,C
20359,ZBTB33,CSDE1,0.3333333333333333,C
20360,ZBTB33,DARS1,0.3333333333333333,C
20361,ZBTB33,DDX3X,0.3333333333333333,C
20362,ZBTB33,DMXL1,0.3333333333333333,C
20363,ZBTB33,DNAJB4,0.3333333333333333,C
20364,ZBTB33,EHD1,0.3333333333333333,C
20365,ZBTB33,ELK4,0.3333333333333333,C
20366,ZBTB33,ERGIC2,0.3333333333333333,C
20367,ZBTB33,ERH,0.3333333333333333,C
20368,ZBTB33,FAM200B,0.3333333333333333,C
20369,ZBTB33,FANCC,0.3333333333333333,C
20370,ZBTB33,FUBP1,0.3333333333333333,C
20371,ZBTB33,GAS8,0.3333333333333333,C
20372,ZBTB33,MICOS10,0.3333333333333333,C
20373,ZBTB33,MED1,0.3333333333333333,C
20374,ZBTB33,MDH2,0.3333333333333333,C
20375,ZBTB33,MBTPS1,0.3333333333333333,C
20376,ZBTB33,MAPK14,0.3333333333333333,C
20377,ZBTB33,MAD1L1,0.3333333333333333,C
20378,ZBTB33,PALS1,0.3333333333333333,C
20379,ZBTB33,LRSAM1,0.3333333333333333,C
20380,ZBTB33,ITGAE,0.3333333333333333,C
20381,ZBTB33,IFT74,0.3333333333333333,C
20382,ZBTB33,HSPA4,0.3333333333333333,C
20383,ZBTB33,HNRNPK,0.3333333333333333,C
20384,ZBTB33,GGNBP2,0.3333333333333333,C
20385,ZBTB33,GGA3,0.3333333333333333,C
20386,ZBTB33,LPXN,0.3333333333333333,C
20387,ZBTB33,CAMK2D,0.3333333333333333,C
20388,ZBTB33,UHRF2,0.3333333333333333,C
20389,ZBTB33,USP53,0.3333333333333333,C
20390,ZBTB7A,EML2,0.3333333333333333,C
20391,ZBTB7A,EPS8L2,0.3333333333333333,C
20392,ZBTB7A,FBXL16,0.3333333333333333,C
20393,ZBTB7A,FMNL1,0.3333333333333333,C
20394,ZBTB7A,GATAD2A,0.3333333333333333,C
20395,ZBTB7A,HS6ST1,0.3333333333333333,C
20396,ZBTB7A,IGF2BP1,0.3333333333333333,C
20397,ZBTB7A,KAZN,0.3333333333333333,C
20398,ZBTB7A,KHSRP,0.3333333333333333,C
20399,ZBTB7A,NHSL3,0.3333333333333333,C
20400,ZBTB7A,KRT8,0.3333333333333333,C
20401,ZBTB7A,LAMA5,0.3333333333333333,C
20402,ZBTB7A,LMNA,0.3333333333333333,C
20403,ZBTB7A,LTBP3,0.3333333333333333,C
20404,ZBTB7A,MARK4,0.3333333333333333,C
20405,ZBTB7A,METRNL,0.3333333333333333,C
20406,ZBTB7A,MGRN1,0.3333333333333333,C
20407,ZBTB7A,PALM,0.3333333333333333,C
20408,ZBTB7A,OBSL1,0.3333333333333333,C
20409,ZBTB7A,NR2F6,0.3333333333333333,C
20410,ZBTB7A,NPAS1,0.3333333333333333,C
20411,ZBTB7A,NOTCH1,0.3333333333333333,C
20412,ZBTB7A,NIBAN2,0.3333333333333333,C
20413,ZBTB7A,EHD1,0.3333333333333333,C
20414,ZBTB7A,NFIC,0.3333333333333333,C
20415,ZBTB7A,NCOR2,0.3333333333333333,C
20416,ZBTB7A,NACC2,0.3333333333333333,C
20417,ZBTB7A,MXRA8,0.3333333333333333,C
20418,ZBTB7A,MSLN,0.3333333333333333,C
20419,ZBTB7A,MNT,0.3333333333333333,C
20420,ZBTB7A,MKNK2,0.3333333333333333,C
20421,ZBTB7A,NDRG2,0.3333333333333333,C
20422,ZBTB33,UPF3A,0.3333333333333333,C
20423,ZBTB7A,EFNA2,0.3333333333333333,C
20424,ZBTB7A,DNMT3A,0.3333333333333333,C
20425,ZBTB33,USP9X,0.3333333333333333,C
20426,E2F1,RNF2,0.3333333333333333,C
20427,ZBTB33,YY1,0.3333333333333333,C
20428,ZBTB33,ZBTB25,0.3333333333333333,C
20429,ZBTB33,ZDHHC5,0.3333333333333333,C
20430,ZBTB33,ZFP91,0.3333333333333333,C
20431,GATA3,ICOS,0.3333333333333333,C
20432,ZBTB7A,ABR,0.3333333333333333,C
20433,ZBTB7A,ACAP3,0.3333333333333333,C
20434,ZBTB7A,ACTB,0.3333333333333333,C
20435,ZBTB7A,ADAM8,0.3333333333333333,C
20436,ZBTB7A,AGRN,0.3333333333333333,C
20437,ZBTB7A,AHDC1,0.3333333333333333,C
20438,ZBTB7A,AHRR,0.3333333333333333,C
20439,ZBTB7A,AKT1,0.3333333333333333,C
20440,ZBTB7A,AP3D1,0.3333333333333333,C
20441,ZBTB7A,ARHGAP23,0.3333333333333333,C
20442,ZBTB7A,DAB2IP,0.3333333333333333,C
20443,ZBTB7A,CUX1,0.3333333333333333,C
20444,ZBTB7A,COMT,0.3333333333333333,C
20445,ZBTB7A,CIC,0.3333333333333333,C
20446,ZBTB7A,CDC42EP4,0.3333333333333333,C
20447,ZBTB7A,CDC42BPG,0.3333333333333333,C
20448,ZBTB7A,ECE1,0.3333333333333333,C
20449,ZBTB7A,BHLHE40,0.3333333333333333,C
20450,ZBTB7A,BCL9L,0.3333333333333333,C
20451,ZBTB7A,BCAR1,0.3333333333333333,C
20452,ZBTB7A,BAIAP3,0.3333333333333333,C
20453,ZBTB7A,ATP2B2,0.3333333333333333,C
20454,ZBTB7A,ASPSCR1,0.3333333333333333,C
20455,ZBTB7A,ARHGAP45,0.3333333333333333,C
20456,ZBTB7A,BCR,0.3333333333333333,C
20457,ZBTB7A,PCBP1,0.3333333333333333,C
20458,ZBTB33,BCAS3,0.3333333333333333,C
20459,ZBTB33,ANKRD17,0.3333333333333333,C
20460,MEF2A,MEF2C,0.3333333333333333,C
20461,VDR,ZBTB7C,0.3333333333333333,C
20462,MEF2A,ATF3,0.3333333333333333,C
20463,MEF2A,HDAC9,0.3333333333333333,C
20464,VDR,ZNF516,0.3333333333333333,C
20465,VDR,ZNF521,0.3333333333333333,C
20466,VDR,ZNF555,0.3333333333333333,C
20467,VDR,ZNF84,0.3333333333333333,C
20468,XBP1,AMOTL1,0.3333333333333333,C
20469,XBP1,CACNB2,0.3333333333333333,C
20470,XBP1,CTNNA1,0.3333333333333333,C
20471,XBP1,DOCK1,0.3333333333333333,C
20472,XBP1,DTNA,0.3333333333333333,C
20473,XBP1,FANCC,0.3333333333333333,C
20474,XBP1,FRMD4B,0.3333333333333333,C
20475,XBP1,JCAD,0.3333333333333333,C
20476,XBP1,MYT1L,0.3333333333333333,C
20477,YY1,ELL,0.3333333333333333,C
20478,GATA1,FURIN,0.3333333333333333,C
20479,YY1,DIDO1,0.3333333333333333,C
20480,YY1,CUX1,0.3333333333333333,C
20481,GATA1,PPOX,-0.3333333333333333,C
20482,ESR1,GAS6,0.3333333333333333,C
20483,VDR,WWC1,0.3333333333333333,C
20484,YY1,AP3D1,0.3333333333333333,C
20485,FOS,HDAC1,0.3333333333333333,C
20486,XBP1,ZZEF1,0.3333333333333333,C
20487,XBP1,SPEF2,0.3333333333333333,C
20488,XBP1,SND1,0.3333333333333333,C
20489,XBP1,RAPGEF4,0.3333333333333333,C
20490,XBP1,PRPF31,0.3333333333333333,C
20491,YY1,AGAP1,0.3333333333333333,C
20492,YY1,EXTL3,0.3333333333333333,C
20493,VDR,WDR24,0.3333333333333333,C
20494,VDR,VPS13D,0.3333333333333333,C
20495,TBX21,EGR2,0.3333333333333333,C
20496,STAT3,BCL3,0.3333333333333333,C
20497,HOXA5,MLH1,0.3333333333333333,C
20498,MEF2C,CDKL5,0.3333333333333333,C
20499,VDR,SH3TC1,0.3333333333333333,C
20500,LYL1,LMO2,0.3333333333333333,C
20501,VDR,SLC12A8,0.3333333333333333,C
20502,LEF1,PRL,0.3333333333333333,C
20503,NFE2L2,GPX2,0.3333333333333333,C
20504,VDR,SLC34A3,0.3333333333333333,C
20505,VDR,SLC7A1,0.3333333333333333,C
20506,STAT3,PROS1,0.3333333333333333,C
20507,VDR,SNRPN,0.3333333333333333,C
20508,HNF4A,NUMB,0.3333333333333333,C
20509,VDR,STAP2,0.3333333333333333,C
20510,VDR,STK10,0.3333333333333333,C
20511,VDR,TBC1D20,0.3333333333333333,C
20512,VDR,VOPP1,0.3333333333333333,C
20513,VDR,UHRF2,0.3333333333333333,C
20514,VDR,TRPM2,0.3333333333333333,C
20515,REST,NPPB,-0.3333333333333333,C
20516,E2F1,IRF1,0.3333333333333333,C
20517,IRF3,IFNL1,0.3333333333333333,C
20518,HIF1A,PPARA,0.3333333333333333,C
20519,VDR,TNRC18,0.3333333333333333,C
20520,VDR,TNC,0.3333333333333333,C
20521,VDR,TLE4,0.3333333333333333,C
20522,VDR,TGOLN2,0.3333333333333333,C
20523,STAT1,BCL2L14,0.3333333333333333,C
20524,VDR,TCF4,0.3333333333333333,C
20525,IRF8,CFLAR,0.3333333333333333,C
20526,EGR1,GNAQ,0.3333333333333333,C
20527,ZBTB33,ARF3,0.3333333333333333,C
20528,YY1,FOXN3,0.3333333333333333,C
20529,YY1,GLG1,0.3333333333333333,C
20530,ZBED1,SQSTM1,0.3333333333333333,C
20531,ZBED1,SRSF7,0.3333333333333333,C
20532,ZBED1,TANGO2,0.3333333333333333,C
20533,ZBED1,TCF3,0.3333333333333333,C
20534,ZBED1,TGIF1,0.3333333333333333,C
20535,ZBED1,USP48,0.3333333333333333,C
20536,ZBED1,ZC3H4,0.3333333333333333,C
20537,ZBED1,ZNF276,0.3333333333333333,C
20538,ZBTB11,ADAM17,0.3333333333333333,C
20539,ZBTB11,AP1AR,0.3333333333333333,C
20540,ZBTB11,AZIN1,0.3333333333333333,C
20541,ZBTB11,CEPT1,0.3333333333333333,C
20542,ZBTB11,CGGBP1,0.3333333333333333,C
20543,ZBTB11,ELK4,0.3333333333333333,C
20544,ZBTB11,ERBIN,0.3333333333333333,C
20545,ZBTB11,FBXO28,0.3333333333333333,C
20546,ZBTB11,GABPA,0.3333333333333333,C
20547,ZBTB33,AFF4,0.3333333333333333,C
20548,ZBTB11,ZNF131,0.3333333333333333,C
20549,ZBTB11,YY1,0.3333333333333333,C
20550,ZBTB11,VCPIP1,0.3333333333333333,C
20551,ZBTB11,USPL1,0.3333333333333333,C
20552,ZBTB11,UCHL5,0.3333333333333333,C
20553,ZBED1,SLC1A4,0.3333333333333333,C
20554,ZBTB11,UBE2D3,0.3333333333333333,C
20555,ZBTB11,RO60,0.3333333333333333,C
20556,ZBTB11,PPP4R2,0.3333333333333333,C
20557,ZBTB11,PPP1R15B,0.3333333333333333,C
20558,ZBTB11,KDM5A,0.3333333333333333,C
20559,ZBTB11,GTF3C3,0.3333333333333333,C
20560,ZBTB11,GNA13,0.3333333333333333,C
20561,ZBTB11,SEC22B,0.3333333333333333,C
20562,YY1,GADD45GIP1,0.3333333333333333,C
20563,ZBED1,RPL6,0.3333333333333333,C
20564,ZBED1,RBM15,0.3333333333333333,C
20565,GABPA,ERBB2,0.3333333333333333,C
20566,YY1,KAT6B,0.3333333333333333,C
20567,YY1,LARP1,0.3333333333333333,C
20568,RELB,CFLAR,0.3333333333333333,C
20569,JUND,BGLAP,0.3333333333333333,C
20570,YY1,MTX3,0.3333333333333333,C
20571,FLI1,CCK,0.3333333333333333,C
20572,YY1,PHLPP1,0.3333333333333333,C
20573,JUN,IL7R,0.3333333333333333,C
20574,YY1,PTK2,0.3333333333333333,C
20575,YY1,PTP4A2,0.3333333333333333,C
20576,CEBPD,MYC,0.3333333333333333,C
20577,YY1,RERE,0.3333333333333333,C
20578,YY1,SIN3A,0.3333333333333333,C
20579,YY1,SKI,0.3333333333333333,C
20580,HNF1A,GPR39,0.3333333333333333,C
20581,HNF1A,NR1H4,0.3333333333333333,C
20582,ZBED1,PTMA,0.3333333333333333,C
20583,ZBED1,PARN,0.3333333333333333,C
20584,ZBED1,NAA25,0.3333333333333333,C
20585,ZBED1,MTFR2,0.3333333333333333,C
20586,ZBED1,MSH6,0.3333333333333333,C
20587,ZBED1,MAD1L1,0.3333333333333333,C
20588,ZBED1,RFFL,0.3333333333333333,C
20589,ZBED1,GATAD2B,0.3333333333333333,C
20590,ZBED1,ECE1,0.3333333333333333,C
20591,ZBED1,CIRBP,0.3333333333333333,C
20592,YY1,ZBTB38,0.3333333333333333,C
20593,POU5F1,JMJD1C,0.3333333333333333,C
20594,YY1,TBC1D14,0.3333333333333333,C
20595,ERG,ETS1,0.3333333333333333,C
20596,ZBED1,ETV6,0.3333333333333333,C
20597,ZBTB7A,PCDH1,0.3333333333333333,C
20598,ZBTB7A,PDGFB,0.3333333333333333,C
20599,ZBTB7A,PIAS4,0.3333333333333333,C
20600,ZFX,ERBIN,0.3333333333333333,C
20601,ZFX,FBXL5,0.3333333333333333,C
20602,ZFX,FCHSD2,0.3333333333333333,C
20603,ZFX,GABPA,0.3333333333333333,C
20604,ZFX,HNRNPF,0.3333333333333333,C
20605,ZFX,IFRD1,0.3333333333333333,C
20606,ZFX,KLHL21,0.3333333333333333,C
20607,ZFX,MAN2A2,0.3333333333333333,C
20608,ZFX,MCM7,0.3333333333333333,C
20609,ZFX,MRPL36,0.3333333333333333,C
20610,ZFX,MSH6,0.3333333333333333,C
20611,ZFX,MYADM,0.3333333333333333,C
20612,ZFX,MYO1C,0.3333333333333333,C
20613,ZFX,NAA38,0.3333333333333333,C
20614,ZFX,NELFA,0.3333333333333333,C
20615,ZFX,NIPBL,0.3333333333333333,C
20616,ZFX,NSD2,0.3333333333333333,C
20617,ZFX,TEAD3,0.3333333333333333,C
20618,ZFX,SMCHD1,0.3333333333333333,C
20619,ZFX,SMAD2,0.3333333333333333,C
20620,ZFX,SETD5,0.3333333333333333,C
20621,ZFX,SEC22C,0.3333333333333333,C
20622,ZFX,RPL22,0.3333333333333333,C
20623,ZFX,DGCR8,0.3333333333333333,C
20624,ZFX,RNF4,0.3333333333333333,C
20625,ZFX,QRICH1,0.3333333333333333,C
20626,ZFX,PUM2,0.3333333333333333,C
20627,ZFX,POGK,0.3333333333333333,C
20628,ZFX,PHF12,0.3333333333333333,C
20629,ZFX,PCGF5,0.3333333333333333,C
20630,ZFX,NUP210,0.3333333333333333,C
20631,ZFX,RBM33,0.3333333333333333,C
20632,ZFX,TENT4A,0.3333333333333333,C
20633,ZFX,DERL2,0.3333333333333333,C
20634,ZFX,CREB1,0.3333333333333333,C
20635,ZEB2,NFIA,0.3333333333333333,C
20636,ZEB2,NSMAF,0.3333333333333333,C
20637,ZEB2,PICALM,0.3333333333333333,C
20638,ZEB2,PIK3CG,0.3333333333333333,C
20639,ZEB2,PIP4K2A,0.3333333333333333,C
20640,ZEB2,PRKAR2B,0.3333333333333333,C
20641,ZEB2,PRKCB,0.3333333333333333,C
20642,ZEB2,QKI,0.3333333333333333,C
20643,ZEB2,RAB31,0.3333333333333333,C
20644,ZEB2,RAB8B,0.3333333333333333,C
20645,ZEB2,RELN,0.3333333333333333,C
20646,ZEB2,SCN9A,0.3333333333333333,C
20647,ZEB2,SERTAD2,0.3333333333333333,C
20648,ZEB2,SGMS1,0.3333333333333333,C
20649,ZEB2,SPTBN1,0.3333333333333333,C
20650,ZEB2,ST3GAL2,0.3333333333333333,C
20651,ZEB2,SUSD1,0.3333333333333333,C
20652,ZFX,CGGBP1,0.3333333333333333,C
20653,ZFX,CELF1,0.3333333333333333,C
20654,ZFX,CDK13,0.3333333333333333,C
20655,ZFX,CARS2,0.3333333333333333,C
20656,ZFX,ATG16L2,0.3333333333333333,C
20657,ZFX,ASH2L,0.3333333333333333,C
20658,ZFX,DDX6,0.3333333333333333,C
20659,ZFX,ARID1B,0.3333333333333333,C
20660,ZFX,ADD1,0.3333333333333333,C
20661,ZEB2,ZFPM2,0.3333333333333333,C
20662,ZEB2,UTRN,0.3333333333333333,C
20663,ZEB2,TCF4,0.3333333333333333,C
20664,ZEB2,TBL1XR1,0.3333333333333333,C
20665,ZEB2,TBC1D5,0.3333333333333333,C
20666,ZFX,ANP32B,0.3333333333333333,C
20667,ZEB2,MEF2C,0.3333333333333333,C
20668,ZFX,UBE2D3,0.3333333333333333,C
20669,ZFX,USF2,0.3333333333333333,C
20670,ZKSCAN1,CYTH1,0.3333333333333333,C
20671,ZKSCAN1,DAB2IP,0.3333333333333333,C
20672,ZKSCAN1,EGLN3,0.3333333333333333,C
20673,ZKSCAN1,ELAVL1,0.3333333333333333,C
20674,ZKSCAN1,EPHB4,0.3333333333333333,C
20675,ZKSCAN1,EPOP,0.3333333333333333,C
20676,ZKSCAN1,FHAD1,0.3333333333333333,C
20677,ZKSCAN1,GABBR2,0.3333333333333333,C
20678,ZKSCAN1,GAS2L1,0.3333333333333333,C
20679,ZKSCAN1,HOOK2,0.3333333333333333,C
20680,ZKSCAN1,IQCG,0.3333333333333333,C
20681,ZKSCAN1,LTBP3,0.3333333333333333,C
20682,ZKSCAN1,MED15,0.3333333333333333,C
20683,ZKSCAN1,MSI2,0.3333333333333333,C
20684,ZKSCAN1,MYEOV,0.3333333333333333,C
20685,ZKSCAN1,NFASC,0.3333333333333333,C
20686,ZKSCAN1,PEDS1,0.3333333333333333,C
20687,ZKSCAN1,TICAM1,0.3333333333333333,C
20688,ZKSCAN1,SULT2B1,0.3333333333333333,C
20689,ZKSCAN1,SPAG9,0.3333333333333333,C
20690,ZKSCAN1,SMOX,0.3333333333333333,C
20691,ZKSCAN1,SEPTIN9,0.3333333333333333,C
20692,ZKSCAN1,RIPOR1,0.3333333333333333,C
20693,ZKSCAN1,CYRIB,0.3333333333333333,C
20694,ZKSCAN1,RHOD,0.3333333333333333,C
20695,ZKSCAN1,RALGDS,0.3333333333333333,C
20696,ZKSCAN1,RAI1,0.3333333333333333,C
20697,ZKSCAN1,RAB11FIP5,0.3333333333333333,C
20698,ZKSCAN1,PTPRF,0.3333333333333333,C
20699,ZKSCAN1,PRR5,0.3333333333333333,C
20700,ZKSCAN1,PIP5KL1,0.3333333333333333,C
20701,ZKSCAN1,RAPGEF3,0.3333333333333333,C
20702,ZFX,UBXN2A,0.3333333333333333,C
20703,ZKSCAN1,CRB2,0.3333333333333333,C
20704,ZKSCAN1,CAPZB,0.3333333333333333,C
20705,ZFX,USP37,0.3333333333333333,C
20706,ZFX,ZBTB7A,0.3333333333333333,C
20707,ZFX,ZMYND8,0.3333333333333333,C
20708,ZFX,ZNF143,0.3333333333333333,C
20709,ZFX,ZNF398,0.3333333333333333,C
20710,ZHX1,ATF1,0.3333333333333333,C
20711,ZHX1,CAST,0.3333333333333333,C
20712,ZHX1,CHD9,0.3333333333333333,C
20713,ZHX1,MGA,0.3333333333333333,C
20714,ZHX1,NEK7,0.3333333333333333,C
20715,ZHX1,NFE2L2,0.3333333333333333,C
20716,ZHX1,NR3C1,0.3333333333333333,C
20717,ZHX1,SOS1,0.3333333333333333,C
20718,ZHX1,STAG2,0.3333333333333333,C
20719,ZHX2,ARID1B,0.3333333333333333,C
20720,ZHX2,FOXP1,0.3333333333333333,C
20721,ZHX2,HIVEP2,0.3333333333333333,C
20722,ZKSCAN1,BICRA,0.3333333333333333,C
20723,ZKSCAN1,BAZ2A,0.3333333333333333,C
20724,ZKSCAN1,ARHGEF19,0.3333333333333333,C
20725,ZKSCAN1,ARHGAP22,0.3333333333333333,C
20726,ZKSCAN1,ALDH3B1,0.3333333333333333,C
20727,ZKSCAN1,ADGRG1,0.3333333333333333,C
20728,ZKSCAN1,CHD9,0.3333333333333333,C
20729,ZKSCAN1,ACTB,0.3333333333333333,C
20730,ZHX2,ZBTB4,0.3333333333333333,C
20731,ZHX2,ZBTB38,0.3333333333333333,C
20732,ZHX2,SQSTM1,0.3333333333333333,C
20733,ZHX2,NXN,0.3333333333333333,C
20734,ZHX2,NDRG1,0.3333333333333333,C
20735,ZHX2,IST1,0.3333333333333333,C
20736,ZKSCAN1,ABLIM2,0.3333333333333333,C
20737,ZEB2,MBNL1,0.3333333333333333,C
20738,ZEB2,MAP4,0.3333333333333333,C
20739,ZEB2,LTBP4,0.3333333333333333,C
20740,ZEB1,AGPAT2,0.3333333333333333,C
20741,ZEB1,AHNAK,0.3333333333333333,C
20742,ZEB1,AMZ1,0.3333333333333333,C
20743,ZEB1,ANXA11,0.3333333333333333,C
20744,ZEB1,ARHGEF16,0.3333333333333333,C
20745,ZEB1,BCAT1,0.3333333333333333,C
20746,ZEB1,BCL2,0.3333333333333333,C
20747,ZEB1,BCR,0.3333333333333333,C
20748,ZEB1,CCDC88C,0.3333333333333333,C
20749,ZEB1,CHST15,0.3333333333333333,C
20750,ZEB1,CLEC16A,0.3333333333333333,C
20751,ZEB1,COL4A2,0.3333333333333333,C
20752,ZEB1,CSNK1D,0.3333333333333333,C
20753,ZEB1,CTNND1,0.3333333333333333,C
20754,ZEB1,CYTH4,0.3333333333333333,C
20755,ZEB1,DDIT4,0.3333333333333333,C
20756,ZEB1,DGKZ,0.3333333333333333,C
20757,ZEB1,HSPG2,0.3333333333333333,C
20758,ZEB1,HMGN4,0.3333333333333333,C
20759,ZEB1,HELZ2,0.3333333333333333,C
20760,ZEB1,HDAC4,0.3333333333333333,C
